Expression,Left Eye Height,Right Eye Height,Left Eyebrow Height,Right Eyebrow Height,MouthHeight,Timestamp
Neutral,13.038405,13.152946,20.615528,17.720045,57.280014,123.943536,18.701279,0.181000ms,
Sad,15.033296,15.132746,20.248457,17.720045,55.172457,120.307938,17.590078,0.343000ms,
Sad,14.035669,15.132746,21.189620,17.464249,54.451814,119.406867,18.487773,0.505000ms,
Sad,15.033296,15.297059,21.189620,18.439089,53.758720,118.966382,17.482661,0.675000ms,
Sad,14.000000,15.132746,20.248457,16.492423,54.488531,118.511603,19.474063,0.841000ms,
Sad,14.035669,14.142136,20.615528,18.439089,55.172457,118.072012,17.877374,1.007000ms,
Neutral,12.041595,13.341664,20.248457,18.027756,55.865911,121.655251,19.456619,1.175000ms,
Neutral,12.041595,13.152946,20.615528,17.720045,55.865911,122.118795,18.909557,1.350000ms,
Sad,14.142136,13.152946,19.924859,17.464249,55.154329,120.307938,18.867339,1.524000ms,
Neutral,13.038405,14.035669,20.248457,18.384776,56.586217,123.004065,18.385739,1.694000ms,
Sad,14.142136,14.317821,19.697716,17.720045,54.451814,122.090131,17.877374,1.874000ms,
Sad,13.038405,12.165525,18.788294,17.464249,54.451814,119.419429,23.074634,2.041000ms,
Happy,7.615773,7.071068,20.615528,19.416488,59.464275,125.896783,45.570989,2.214000ms,
Happy,7.280110,8.062258,19.697716,17.720045,52.325902,120.303782,43.888183,2.377000ms,
Happy,7.280110,7.071068,20.615528,18.681542,51.623638,121.202310,44.025230,2.553000ms,
Happy,7.280110,8.062258,19.313208,17.720045,52.325902,121.642920,44.647972,2.717000ms,
Happy,6.082763,7.071068,18.973666,18.681542,51.623638,121.642920,45.600043,2.860000ms,
Happy,7.280110,6.324555,20.124612,17.720045,51.623638,121.202310,45.021558,3.030000ms,
Happy,6.324555,8.246211,18.973666,18.439089,52.325902,121.198185,44.609954,3.193000ms,
Happy,7.280110,7.071068,17.464249,18.027756,50.209561,121.671689,43.883844,3.365000ms,
Happy,8.246211,7.071068,18.384776,17.088007,51.623638,122.576507,43.921347,3.537000ms,
Happy,7.071068,6.000000,18.384776,18.027756,50.911688,120.768373,43.921347,3.715000ms,
Happy,7.071068,7.071068,17.888544,17.720045,50.931326,120.768373,43.921347,3.886000ms,
Happy,7.280110,6.324555,18.384776,18.973666,50.911688,122.102416,43.959430,4.073000ms,
Happy,6.082763,6.082763,18.384776,18.973666,51.623638,121.202310,45.449874,4.230000ms,
Happy,6.082763,7.000000,19.313208,18.681542,52.325902,121.642920,45.528371,4.403000ms,
Happy,7.071068,6.082763,19.313208,18.973666,50.911688,122.102416,46.483360,4.575000ms,
Happy,7.071068,8.062258,18.384776,18.973666,50.911688,123.004065,45.107180,4.768000ms,
Happy,7.280110,7.280110,18.384776,18.681542,49.497475,121.671689,44.448046,4.943000ms,
Happy,8.062258,7.071068,18.384776,18.681542,50.911688,120.768373,44.448046,5.119000ms,
Happy,8.246211,7.280110,18.384776,18.681542,50.209561,121.671689,44.448046,5.296000ms,
Happy,8.246211,7.280110,19.313208,18.973666,50.911688,121.671689,44.448046,5.471000ms,
Happy,7.280110,7.071068,19.313208,18.681542,50.911688,121.671689,43.883844,5.642000ms,
Happy,7.071068,9.055385,20.248457,19.646883,51.623638,122.102416,45.061278,5.824000ms,
Happy,8.246211,6.324555,19.313208,17.720045,50.911688,121.247680,43.386447,5.989000ms,
Happy,7.071068,8.062258,19.313208,18.681542,51.623638,122.539789,44.071218,6.180000ms,
Happy,7.071068,8.000000,19.313208,18.681542,52.325902,122.539789,42.078678,6.324000ms,
Neutral,10.049876,9.055385,18.384776,17.720045,52.345009,122.090131,22.621789,6.496000ms,
Sad,15.000000,13.341664,18.973666,15.524175,55.226805,119.473847,11.548977,6.655000ms,
Sad,15.033296,14.560220,18.027756,15.524175,54.488531,119.000000,8.720071,6.811000ms,
Sad,15.000000,15.132746,17.720045,17.720045,55.317267,119.079805,9.355225,6.957000ms,
Sad,16.031220,14.317821,17.720045,16.763055,55.226805,118.072012,9.077815,7.135000ms,
Sad,17.000000,15.132746,18.973666,16.763055,54.488531,118.532696,9.117485,7.300000ms,
Sad,16.031220,15.297059,17.720045,16.492423,54.561891,119.419429,10.704746,7.461000ms,
Sad,16.000000,16.278821,16.763055,16.763055,53.150729,119.419429,9.689921,7.629000ms,
Sad,15.033296,16.124515,17.720045,17.088007,54.561891,119.406867,10.457959,7.805000ms,
Sad,15.033296,15.132746,17.720045,17.088007,54.561891,118.511603,8.952267,7.973000ms,
Sad,15.000000,15.132746,17.464249,16.763055,53.907328,118.067777,8.990648,8.126000ms,
Sad,15.000000,16.124515,17.464249,16.763055,53.150729,117.170815,9.508334,8.252000ms,
Sad,15.033296,15.132746,16.492423,15.811388,52.402290,116.730459,8.557320,8.399000ms,
Sad,16.000000,15.132746,17.720045,15.524175,53.075418,116.730459,8.941980,8.539000ms,
Sad,17.000000,15.132746,17.088007,16.492423,53.075418,116.275535,9.028079,8.682000ms,
Sad,17.029386,15.297059,17.720045,15.811388,53.075418,117.170815,8.941980,8.826000ms,
Sad,17.000000,15.132746,18.027756,15.524175,51.623638,116.275535,9.103866,8.970000ms,
Sad,16.031220,16.278821,17.720045,16.492423,51.623638,115.381974,10.111216,9.139000ms,
Sad,16.000000,15.297059,17.720045,16.492423,51.662365,115.836091,10.666987,9.321000ms,
Sad,16.031220,15.297059,17.464249,16.492423,51.623638,116.275535,10.049269,9.507000ms,
Sad,16.000000,15.132746,17.464249,16.763055,52.345009,116.726175,10.111216,9.692000ms,
Sad,16.031220,15.297059,17.720045,15.524175,51.623638,116.275535,8.061501,9.888000ms,
Neutral,17.029386,16.278821,16.763055,16.492423,50.931326,114.934764,10.049269,10.095000ms,
Neutral,17.000000,16.278821,16.763055,16.492423,49.517674,114.934764,9.165817,10.297000ms,
Sad,17.029386,17.464249,16.155494,16.492423,50.911688,116.726175,10.111216,10.480000ms,
Sad,16.031220,16.278821,15.811388,16.278821,50.209561,115.836091,9.552357,10.675000ms,
Neutral,16.031220,16.278821,16.492423,16.278821,49.517674,114.934764,12.504155,10.875000ms,
Sad,16.000000,16.278821,17.720045,16.278821,50.209561,115.836091,13.309707,11.061000ms,
Angry,14.035669,12.369317,14.560220,14.317821,44.045431,113.088461,33.953350,11.237000ms,
Angry,11.045361,10.440307,15.524175,14.317821,42.011903,111.427106,33.672952,11.440000ms,
Angry,10.049876,11.180340,15.524175,13.152946,42.638011,112.361025,35.170068,11.641000ms,
Angry,10.049876,10.440307,15.524175,13.152946,42.638011,113.652981,35.170068,11.829000ms,
Angry,11.045361,10.440307,14.560220,12.165525,42.638011,113.652981,35.179114,12.007000ms,
Angry,11.045361,10.198039,14.317821,14.317821,41.868843,113.296072,34.083760,12.186000ms,
Angry,11.045361,11.180340,15.524175,13.341664,42.520583,114.232220,35.000160,12.352000ms,
Angry,10.198039,11.180340,13.928388,13.341664,41.868843,113.885908,34.592769,12.532000ms,
Angry,10.049876,12.165525,14.317821,14.560220,43.185646,113.652981,33.006943,12.726000ms,
Angry,11.045361,12.165525,14.317821,14.317821,42.520583,113.652981,33.547189,12.902000ms,
Angry,12.041595,12.369317,14.560220,15.297059,42.638011,113.296072,35.025309,13.070000ms,
Angry,10.198039,12.369317,14.560220,14.317821,43.278170,113.652981,33.965601,13.244000ms,
Angry,8.062258,7.280110,16.492423,15.524175,46.690470,118.595953,35.116752,13.398000ms,
Angry,9.055385,11.180340,14.317821,15.297059,42.449971,113.652981,34.003552,13.572000ms,
Angry,11.045361,11.401754,14.560220,14.560220,42.520583,115.879247,34.584655,13.751000ms,
Angry,11.180340,11.180340,15.524175,14.560220,43.185646,115.879247,34.129776,13.903000ms,
Angry,10.049876,11.180340,15.297059,14.317821,42.520583,114.017543,32.969056,14.072000ms,
Angry,10.049876,11.401754,14.560220,14.317821,43.278170,114.017543,32.969056,14.236000ms,
Angry,11.000000,11.401754,14.560220,14.560220,43.185646,114.389685,32.930445,14.423000ms,
Angry,9.055385,11.401754,14.317821,15.297059,42.520583,115.316955,32.017780,14.594000ms,
Angry,11.045361,11.401754,15.524175,14.560220,43.185646,114.389685,32.509089,14.768000ms,
Angry,12.041595,11.045361,14.560220,12.369317,41.868843,113.652981,32.017780,14.959000ms,
Angry,11.045361,12.165525,15.297059,14.317821,42.520583,114.017543,32.601287,15.128000ms,
Angry,12.041595,11.180340,14.560220,13.341664,42.520583,114.947814,31.614345,15.292000ms,
Angry,11.180340,10.198039,14.560220,14.317821,42.520583,114.947814,32.017780,15.469000ms,
Angry,11.045361,10.440307,14.866069,14.317821,43.278170,114.947814,31.520423,15.628000ms,
Scared,13.038405,12.369317,18.973666,18.973666,53.758720,120.830460,34.520770,15.796000ms,
Surprised,11.045361,10.198039,24.166092,20.615528,79.611557,136.652845,47.366498,15.962000ms,
Surprised,16.124515,16.124515,22.472205,19.924859,65.000000,126.751726,47.301084,16.136000ms,
Surprised,16.124515,17.262677,21.189620,18.439089,62.801274,124.535136,45.868002,16.293000ms,
Surprised,17.029386,16.492423,22.472205,20.615528,62.008064,124.535136,47.425545,16.468000ms,
Surprised,16.031220,17.464249,23.409400,21.587033,62.625873,125.099960,46.482392,16.631000ms,
Surprised,17.117243,17.464249,22.472205,20.396078,62.625873,124.535136,47.054040,16.819000ms,
Surprised,16.124515,17.464249,23.769729,19.646883,61.846584,123.709337,47.991668,16.987000ms,
Surprised,17.117243,17.464249,23.769729,20.615528,61.846584,123.146255,48.107896,17.148000ms,
Surprised,17.117243,17.464249,22.847319,19.646883,61.220911,123.975804,46.939019,17.302000ms,
Surprised,17.117243,17.464249,21.931712,20.223748,62.008064,123.146255,47.476781,17.467000ms,
Surprised,18.027756,18.439089,21.540659,19.416488,61.846584,123.146255,47.059061,17.622000ms,
Surprised,17.029386,17.262677,21.540659,19.416488,62.625873,122.886126,47.059061,17.786000ms,
Surprised,17.117243,16.278821,21.189620,18.439089,62.008064,123.146255,47.991668,17.962000ms,
Surprised,18.110770,17.464249,20.615528,18.681542,61.220911,122.036880,46.065983,18.141000ms,
Surprised,17.117243,17.464249,21.189620,19.646883,62.008064,123.146255,47.059061,18.295000ms,
Surprised,17.029386,17.464249,21.189620,17.464249,61.220911,120.929732,47.569369,18.476000ms,
Surprised,16.031220,17.262677,20.615528,19.235384,62.008064,122.588743,47.526892,18.637000ms,
Surprised,16.031220,16.492423,21.540659,19.646883,62.801274,123.422040,47.370995,18.793000ms,
Surprised,16.031220,17.464249,21.931712,18.439089,62.008064,122.036880,46.376606,18.959000ms,
Surprised,17.029386,18.439089,20.615528,19.235384,62.008064,122.588743,46.487060,19.121000ms,
Surprised,16.031220,17.464249,21.540659,18.248288,62.801274,122.036880,46.538187,19.286000ms,
Surprised,16.031220,16.492423,19.924859,18.439089,62.201286,122.588743,46.431276,19.454000ms,
Surprised,17.029386,17.262677,20.880613,18.439089,62.801274,123.422040,42.957864,19.602000ms,
Scared,16.031220,16.492423,17.720045,17.262677,62.008064,122.641755,33.813971,19.781000ms,
Scared,16.124515,14.560220,18.027756,18.248288,61.400326,123.709337,30.299030,19.943000ms,
Scared,16.124515,15.524175,18.027756,18.439089,62.008064,123.709337,29.109028,20.121000ms,
Scared,17.000000,17.464249,18.027756,18.439089,61.400326,123.975804,29.381198,20.304000ms,
Scared,16.000000,15.297059,18.973666,18.439089,62.201286,123.146255,28.908213,20.463000ms,
Scared,16.031220,16.492423,19.697716,18.439089,62.625873,123.146255,29.427707,20.637000ms,
Scared,14.142136,14.317821,19.313208,17.464249,63.007936,125.363472,28.908213,20.808000ms,
Scared,9.219544,9.055385,21.023796,19.416488,70.491134,134.201341,30.420011,20.960000ms,
Scared,16.031220,15.297059,19.697716,17.262677,62.801274,123.975804,28.860704,21.146000ms,
Scared,15.033296,15.297059,19.313208,18.681542,63.600314,123.975804,29.385964,21.310000ms,
Scared,16.031220,16.278821,19.697716,17.464249,62.801274,123.975804,28.905432,21.477000ms,
Scared,16.031220,16.278821,19.697716,17.464249,62.801274,123.422040,28.820831,21.666000ms,
Scared,15.033296,16.278821,19.697716,18.681542,62.801274,123.975804,28.905432,21.829000ms,
Scared,16.031220,16.278821,18.384776,18.681542,60.605280,123.713378,28.395323,21.983000ms,
Scared,16.031220,16.124515,19.697716,17.720045,62.008064,122.873919,28.865586,22.135000ms,
Scared,17.029386,16.124515,18.788294,18.439089,62.008064,122.873919,28.865586,22.307000ms,
Scared,16.031220,16.278821,19.313208,17.720045,62.801274,124.555209,27.914900,22.457000ms,
Scared,16.031220,15.524175,19.313208,17.720045,62.008064,122.331517,28.395323,22.618000ms,
Scared,17.029386,16.278821,19.313208,17.464249,59.203040,122.114700,28.911176,22.783000ms,
Scared,16.031220,16.492423,18.027756,17.720045,59.816386,122.641755,27.874374,22.949000ms,
Scared,16.124515,15.524175,18.973666,18.439089,61.220911,121.490740,28.445727,23.127000ms,
Scared,16.031220,15.524175,18.973666,18.439089,61.220911,121.490740,29.029100,23.309000ms,
Scared,16.031220,15.524175,19.313208,19.646883,61.846584,122.331517,28.497077,23.452000ms,
Scared,16.031220,16.492423,19.313208,18.439089,60.440053,122.641755,28.497077,23.606000ms,
Scared,17.029386,16.124515,18.384776,17.464249,60.307545,120.415946,28.034754,23.773000ms,
Scared,17.000000,16.278821,18.384776,18.439089,59.665736,120.950403,28.445727,23.927000ms,
Scared,17.029386,17.262677,18.973666,17.464249,58.898217,119.364986,27.920934,24.099000ms,
Angry,15.033296,15.297059,15.524175,15.524175,45.343136,113.463651,29.866782,24.270000ms,
Angry,12.165525,12.165525,14.560220,14.317821,41.868843,112.946890,31.847843,24.461000ms,
Angry,12.041595,12.165525,14.866069,15.297059,41.868843,112.605506,31.854626,24.642000ms,
Angry,12.041595,11.180340,14.317821,15.297059,41.231056,110.724884,31.381810,24.829000ms,
Angry,11.000000,11.180340,14.560220,14.317821,41.868843,111.328343,31.332578,24.985000ms,
Angry,12.041595,12.165525,14.560220,14.560220,40.607881,111.328343,30.813660,25.169000ms,
Angry,13.038405,13.152946,14.560220,14.560220,39.824616,111.328343,31.854626,25.348000ms,
Angry,13.000000,12.165525,13.341664,14.560220,39.824616,110.385687,30.817513,25.565000ms,
Angry,13.038405,13.341664,14.866069,14.317821,40.607881,110.054532,31.900006,25.786000ms,
Angry,13.038405,13.341664,15.524175,14.560220,40.607881,110.054532,31.386404,26.002000ms,
Angry,13.038405,13.341664,15.811388,15.524175,41.231056,110.385687,31.431954,26.216000ms,
Angry,14.035669,13.341664,14.866069,15.524175,40.607881,110.385687,30.340833,26.394000ms,
Angry,14.142136,13.341664,15.524175,15.524175,41.231056,111.328343,30.340833,26.578000ms,
